job_id,job_title,skills_required,job_location,education_required,work_experience_required,job_type,work_type,soft_skills_required,companyHR_id
190,DevOps Engineer,"linuxCI/CD, Kubernetes, DevOps, automation",Nawabshah,Intermediate,1,Contract,Onsite,"Problem Solving, Adaptability",75
191,Security Operations Center (SOC) Analyst,"security monitoring, log analysis, incident escalation",Peshawar,Masters,10,Contract,Remote,"Communication, Teamwork, Adaptability",389
192,Frontend Developer,"CSS, JavaScript, backend",Multan,Intermediate,1,Contract,Remote,Adaptability,465
193,IT Consultant,"strategy, ITIL, ITIL, business, consulting, analysis",Bahawalpur,Masters,8,Part-time,Remote,"Problem Solving, Communication, Teamwork",396
194,UI/UX Designer,"Figma, UX, Figma, UX",Faisalabad,Bachelors,0,Part-time,Onsite,"Adaptability, Communication, Problem Solving",278
195,Network Administrator,"DHCP, VPN, firewall configuration, DNS, switching",Bahawalpur,Intermediate,1,Contract,Remote,Problem Solving,97
196,Mobile App Developer,"app, mobile, iOS, Kotlin",Sialkot,Bachelors,5,Full-time,Onsite,"Adaptability, Problem Solving, Teamwork",360
197,Web Developer,"MERN, frontend, PHP, frontend, HTML, .net",Rawalpindi,Bachelors,3,Full-time,Remote,"Communication, Adaptability, Problem Solving, Teamwork",43
198,Quality Assurance Engineer,"Selenium, pytest, Appium, automation, Appium",Faisalabad,Bachelors,0,Contract,Remote,"Adaptability, Problem Solving",442
199,Ethical Hacker,"social engineering, social engineering, threat modeling, wireless security, social engineering",Multan,Bachelors,5,Part-time,Remote,"Teamwork, Communication",389
200,Database Administrator,"SQL, SQL, Oracle",Karachi,Intermediate,2,Full-time,Remote,"Problem Solving, Adaptability, Communication",209
201,Computer Vision Engineer,"image processing, CNN, computer vision, object detection, object detection",Quetta,PhD,2,Part-time,Remote,Communication,470
202,Mobile App Developer,"iOS, mobile, flutter, Android, app, iOS",Rawalpindi,Bachelors,2,Full-time,Remote,Communication,259
203,Security Architect,"security protocols, security architecture, security risk assessment",Sukkur,PhD,6,Contract,Onsite,"Communication, Problem Solving, Adaptability",485
204,Data Scientist,"statistics, R, R",Nawabshah,Masters,7,Part-time,Onsite,"Communication, Adaptability, Teamwork, Problem Solving",126
205,UI/UX Designer,"Adobe XD, UX, Sketch, Adobe XD, design",Lahore,Intermediate,2,Part-time,Onsite,"Problem Solving, Teamwork, Adaptability",298
206,System Administrator,"administration, system, administration, Linux",Karachi,Intermediate,0,Part-time,Onsite,"Teamwork, Communication, Problem Solving",71
207,IT Support Specialist,"troubleshooting, support, IT, IT",Multan,Masters,4,Part-time,Remote,"Communication, Problem Solving, Adaptability",251
208,Quality Assurance Engineer,"QA, JUnit, QA",Nawabshah,PhD,11,Full-time,Remote,"Adaptability, Communication, Problem Solving",167
209,Game Developer,"Unreal Engine, C++, development",Faisalabad,Bachelors,0,Contract,Onsite,"Communication, Teamwork, Problem Solving",466
210,IT Project Manager,"scrum, MS Project, PMP, PMP, PMP",Rawalpindi,Bachelors,4,Part-time,Onsite,"Problem Solving, Adaptability, Teamwork",64
211,Cybersecurity Analyst,"risk assessment, incident response, incident response, SIEM, risk assessment",Abbottabad,PhD,12,Full-time,Onsite,Adaptability,183
212,Blockchain Developer,"ethereum, blockchain, smart contract, ethereum",Bahawalpur,Intermediate,1,Full-time,Onsite,"Teamwork, Communication, Problem Solving, Adaptability",412
213,Database Administrator,"PostgreSQL, database, NoSQL",Rawalpindi,PhD,20,Part-time,Remote,"Problem Solving, Teamwork",107
214,UI/UX Designer,"Sketch, Adobe XD, Adobe XD, UX, Sketch, Sketch",Abbottabad,Masters,10,Full-time,Onsite,"Communication, Adaptability, Problem Solving, Teamwork",306
215,Security Architect,"encryption standards, encryption standards, security protocols, secure coding practices, security compliance",Multan,Intermediate,0,Internship,Remote,"Teamwork, Communication, Adaptability",92
216,IT Project Manager,"agile, MS Project, scrum, MS Project, agile, scrum",Quetta,Bachelors,1,Internship,Remote,"Problem Solving, Teamwork",23
217,Cloud Engineer,"AWS, AWS, serverless",Hyderabad,Masters,10,Part-time,Remote,Teamwork,108
218,Business Analyst,"process improvement, business, requirements gathering, business",Gujranwala,Masters,7,Contract,Onsite,"Adaptability, Teamwork, Problem Solving, Communication",480
219,System Administrator,"Linux, networking, security, Linux, system, networking",Peshawar,PhD,3,Part-time,Remote,"Communication, Adaptability, Problem Solving, Teamwork",435
220,Data Scientist,"statistics, R, python, R, machine learning",Karachi,PhD,10,Contract,Remote,"Teamwork, Adaptability",225
221,Game Developer,"development, Unreal Engine, Unity",Gujranwala,Intermediate,0,Contract,Onsite,"Problem Solving, Adaptability, Teamwork, Communication",129
222,UI/UX Designer,"Sketch, Adobe XD, UX, UX",Sialkot,PhD,20,Full-time,Remote,Problem Solving,75
223,Mobile App Developer,"Swift, flutter, Swift, Android, app, app",Hyderabad,PhD,8,Part-time,Onsite,Teamwork,227
224,UI/UX Designer,"Figma, design, Adobe XD, Adobe XD",Peshawar,Bachelors,5,Full-time,Onsite,"Adaptability, Teamwork, Communication, Problem Solving",151
225,Ethical Hacker,"web application security, penetration testing, vulnerability assessment, network security, social engineering",Faisalabad,Bachelors,5,Contract,Onsite,"Teamwork, Problem Solving, Adaptability, Communication",286
226,UI/UX Designer,"UI, Adobe XD, UI",Sialkot,Intermediate,0,Contract,Onsite,"Teamwork, Adaptability, Problem Solving, Communication",469
227,Security Architect,"security governance, security architecture, network security design, security protocols",Faisalabad,Masters,4,Full-time,Onsite,Communication,44
228,Web Developer,"HTML, frontend, backend, MERN, CSS",Nawabshah,Masters,5,Part-time,Onsite,"Teamwork, Communication, Problem Solving, Adaptability",390
229,Blockchain Developer,"hyperledger, hyperledger, solidity, smart contract, hyperledger",Quetta,Bachelors,2,Contract,Remote,"Teamwork, Communication, Problem Solving",281
230,Software Engineer,"algorithm, software, data structure, C#, coding, coding",Sukkur,Masters,0,Internship,Onsite,"Adaptability, Communication",402
231,Quality Assurance Engineer,"QA, Selenium, JUnit, Appium, Selenium, J metre",Rawalpindi,Masters,9,Part-time,Onsite,Adaptability,460
232,Machine Learning Engineer,"deep learning, artificial intelligence, neural network, computer vision, artificial intelligence",Rawalpindi,Bachelors,5,Part-time,Remote,Communication,283
233,Game Developer,"C#, 3D modeling, Unreal Engine, C++",Gujranwala,Masters,2,Contract,Onsite,Problem Solving,304
234,Quality Assurance Engineer,"Selenium, J metre, J metre, J metre, J metre",Sialkot,Masters,7,Full-time,Remote,"Teamwork, Problem Solving, Communication",494
235,Mobile App Developer,"flutter, Android, Swift, Kotlin, app",Sialkot,Bachelors,3,Full-time,Onsite,"Teamwork, Communication, Problem Solving, Adaptability",306
236,Computer Vision Engineer,"object detection, CNN, CNN, computer vision, object detection",Gujranwala,PhD,9,Part-time,Onsite,"Teamwork, Problem Solving, Adaptability",381
237,Database Administrator,"SQL, Oracle, PostgreSQL, MySQL",Sukkur,Intermediate,1,Full-time,Remote,Adaptability,12
238,Data Scientist,"statistics, R, analytics",Sukkur,Intermediate,2,Full-time,Remote,"Teamwork, Adaptability, Communication, Problem Solving",500
239,Machine Learning Engineer,"neural network, NLP, deep learning, neural network, neural network, computer vision",Peshawar,PhD,8,Contract,Remote,"Adaptability, Problem Solving",279
240,Computer Vision Engineer,"computer vision, CNN, image processing, image processing, image processing",Peshawar,PhD,10,Contract,Remote,"Adaptability, Teamwork, Problem Solving",398
241,Business Analyst,"analysis, process improvement, analysis, stakeholder management",Faisalabad,Masters,3,Contract,Remote,Problem Solving,138
242,Security Architect,"secure coding practices, network security design, security compliance, security governance, security protocols",Sukkur,Masters,6,Full-time,Onsite,"Teamwork, Adaptability",400
243,Web Developer,"PHP, backend, .net, HTML, CSS, PHP",Nawabshah,Intermediate,1,Part-time,Onsite,"Problem Solving, Teamwork",58
244,UI/UX Designer,"design, UX, UI",Multan,PhD,17,Full-time,Onsite,"Adaptability, Communication, Problem Solving",365
245,Ethical Hacker,"penetration testing, penetration testing, wireless security, threat modeling, metasploit",Karachi,PhD,14,Part-time,Remote,"Adaptability, Communication, Teamwork, Problem Solving",213
246,Backend Developer,".net, .net, HTML, backend",Sialkot,Bachelors,4,Part-time,Onsite,"Communication, Adaptability",106
247,Web Developer,"PHP, frontend, JavaScript",Abbottabad,Intermediate,2,Part-time,Onsite,"Problem Solving, Teamwork",152
248,System Administrator,"networking, system, administration, system, administration",Sialkot,Masters,7,Part-time,Onsite,"Communication, Teamwork",241
249,Game Developer,"game, development, Unreal Engine, game, Unity",Faisalabad,Bachelors,1,Contract,Remote,Adaptability,11
250,DevOps Engineer,"Ansible, linuxCI/CD, Kubernetes, automation, automation, automation",Peshawar,Bachelors,3,Part-time,Remote,"Communication, Adaptability",103
251,Network Administrator,"firewall configuration, network security protocols, network monitoring, DNS",Lahore,Intermediate,0,Contract,Onsite,"Teamwork, Problem Solving, Communication",176
252,Quality Assurance Engineer,"J metre, Selenium, Appium, Postman, pytest, J metre",Multan,Intermediate,1,Full-time,Remote,"Adaptability, Teamwork, Problem Solving, Communication",223
253,IT Project Manager,"agile, MS Project, scrum, PMP",Quetta,Bachelors,5,Contract,Remote,"Problem Solving, Adaptability",464
254,Frontend Developer,"JavaScript, JavaScript, PHP, frontend, frontend, PHP",Nawabshah,PhD,9,Full-time,Remote,"Problem Solving, Adaptability, Communication",74
255,Software Engineer,"programming, software, coding, Java, data structure, programming",Nawabshah,PhD,0,Full-time,Onsite,"Teamwork, Adaptability",11
256,Network Administrator,"firewall configuration, network configuration, DHCP, wireless networking",Gujranwala,Intermediate,2,Full-time,Remote,"Teamwork, Problem Solving",80
257,IT Project Manager,"PMP, PMP, PMP",Gujranwala,PhD,7,Contract,Remote,"Teamwork, Problem Solving, Adaptability, Communication",229
258,Cloud Engineer,"AWS, IaC, IaC, serverless",Abbottabad,PhD,7,Part-time,Onsite,Communication,106
259,DevOps Engineer,"DevOps, DevOps, linuxCI/CD, Kubernetes",Rawalpindi,Intermediate,2,Contract,Onsite,Adaptability,343
260,Cybersecurity Analyst,"SIEM, penetration testing, vulnerability assessment",Sukkur,Intermediate,1,Contract,Remote,"Adaptability, Teamwork, Problem Solving, Communication",397
261,Business Analyst,"requirements gathering, analysis, business, requirements gathering, stakeholder management",Sukkur,PhD,9,Full-time,Onsite,"Teamwork, Adaptability, Communication",93
262,Security Architect,"identity and access management, encryption standards, security governance, security governance, security risk assessment, security protocols",Abbottabad,PhD,10,Contract,Onsite,"Communication, Problem Solving",48
263,IT Consultant,"strategy, TOGAF, analysis, business, ITIL",Lahore,Bachelors,1,Contract,Remote,Teamwork,215
264,IT Project Manager,"MS Project, agile, scrum, PMP, scrum",Faisalabad,Masters,4,Full-time,Remote,Adaptability,362
265,Backend Developer,"backend, backend, .net, MERN, CSS, JavaScript",Faisalabad,Masters,6,Full-time,Onsite,"Adaptability, Communication, Problem Solving, Teamwork",89
266,IT Consultant,"TOGAF, analysis, strategy, consulting, business, analysis",Karachi,PhD,17,Full-time,Onsite,"Adaptability, Problem Solving, Teamwork",408
267,Cloud Engineer,"serverless, serverless, EC2, Azure, Google Cloud",Bahawalpur,PhD,7,Full-time,Onsite,Teamwork,205
268,Security Architect,"encryption standards, security architecture, identity and access management, secure coding practices, security protocols, identity and access management",Hyderabad,PhD,19,Full-time,Onsite,Adaptability,377
269,Security Operations Center (SOC) Analyst,"security incident handling, incident escalation, log analysis, security incident handling, security procedures, security policies",Nawabshah,Bachelors,5,Part-time,Onsite,Communication,465
270,Network Administrator,"DNS, firewall configuration, DNS, wireless networking",Rawalpindi,Intermediate,0,Full-time,Onsite,"Communication, Teamwork",428
271,Cloud Engineer,"Azure, IaC, VPC, EC2, Azure, AWS",Karachi,Intermediate,2,Part-time,Remote,"Communication, Problem Solving, Teamwork",417
272,Computer Vision Engineer,"object detection, computer vision, object detection, image processing, computer vision, object detection",Sialkot,Bachelors,5,Contract,Remote,"Teamwork, Communication, Problem Solving, Adaptability",205
273,Software Engineer,"C#, algorithm, software, algorithm",Rawalpindi,PhD,19,Part-time,Onsite,"Adaptability, Teamwork",93
274,DevOps Engineer,"DevOps, Docker, DevOps, Docker, automation",Hyderabad,Bachelors,2,Part-time,Onsite,"Problem Solving, Teamwork, Communication",106
275,Database Administrator,"SQL, Oracle, NoSQL, NoSQL, Oracle, NoSQL",Abbottabad,PhD,15,Contract,Remote,Adaptability,307
276,UI/UX Designer,"UX, Figma, UX, UI, Adobe XD, Sketch",Faisalabad,Intermediate,1,Full-time,Onsite,"Problem Solving, Teamwork, Communication",184
277,IT Project Manager,"scrum, agile, agile, scrum, PMP, agile",Karachi,Bachelors,2,Contract,Remote,"Problem Solving, Teamwork, Communication",490
278,Security Operations Center (SOC) Analyst,"security tool management, security monitoring, threat detection",Sialkot,Bachelors,5,Contract,Remote,"Adaptability, Communication",335
279,Web Developer,"HTML, JavaScript, MERN",Sukkur,Masters,10,Contract,Onsite,"Teamwork, Adaptability",370
280,Blockchain Developer,"hyperledger, blockchain, smart contract",Bahawalpur,PhD,12,Contract,Remote,"Problem Solving, Adaptability, Teamwork, Communication",156
281,Ethical Hacker,"network security, metasploit, wireless security",Quetta,Bachelors,5,Full-time,Remote,"Problem Solving, Adaptability, Teamwork",211
282,Big Data Engineer,"Spark, Scala, Hadoop, Scala",Sialkot,Masters,2,Contract,Remote,"Teamwork, Problem Solving, Communication, Adaptability",24
283,Cybersecurity Analyst,"risk assessment, penetration testing, vulnerability assessment, threat intelligence, cryptography",Abbottabad,Bachelors,2,Contract,Onsite,"Communication, Adaptability, Teamwork",85
284,Ethical Hacker,"threat modeling, wireless security, network security, exploit development",Hyderabad,Masters,9,Part-time,Onsite,"Problem Solving, Adaptability",34
285,Frontend Developer,".net, backend, MERN, HTML, backend, HTML",Hyderabad,Bachelors,2,Contract,Onsite,"Adaptability, Communication, Teamwork, Problem Solving",191
286,Blockchain Developer,"blockchain, ethereum, hyperledger, ethereum, blockchain, solidity",Karachi,PhD,10,Part-time,Onsite,"Teamwork, Problem Solving, Communication, Adaptability",394
287,Security Architect,"security compliance, security risk assessment, security governance",Islamabad,PhD,3,Contract,Remote,"Communication, Adaptability, Teamwork, Problem Solving",185
